name,noc,team,sport,sex,age,event,rank,medal
Mangliwan Jerrold Pete,PHI,Philippines,Athletics,Male,41,Men's 100m - T52,8,NA
Mangliwan Jerrold Pete,PHI,Philippines,Athletics,Male,41,Men's 400m - T52,NA,NA
Mangliwan Jerrold Pete,PHI,Philippines,Athletics,Male,41,Men's 1500m - T52,6,NA
Manko Adnan,BIH,Bosnia and Herzegovina,Sitting Volleyball,Male,44,Men,3,Bronze
Manko Artem,UKR,Ukraine,Wheelchair Fencing,Male,22,Men's Épée Individual - Category A,8,NA
Manko Artem,UKR,Ukraine,Wheelchair Fencing,Male,22,Men's Sabre Individual - Category A,2,Silver
Manko Artem,UKR,Ukraine,Wheelchair Fencing,Male,22,Men's Foil Team,8,NA
Manko Artem,UKR,Ukraine,Wheelchair Fencing,Male,22,Men's Épée Team,4,NA
Manni Henry,FIN,Finland,Athletics,Male,29,Men's 100m - T34,5,NA
Manni Henry,FIN,Finland,Athletics,Male,29,Men's 800m - T34,4,NA
Manning Lee,GBR,Great Britain,Wheelchair Basketball,Male,31,Men,3,Bronze
Manshaezadeh Alisina,IRI,Islamic Republic of Iran,Archery,Male,32,Men's Individual Compound - Open,9,NA
Mansour Sonia,TUN,Tunisia,Athletics,Female,32,Women's 400m - T38,NA,NA
Mansouri Rafik,ALG,Algeria,Wheelchair Basketball,Male,40,Men,12,NA
Mantoudi Zoi,GRE,Greece,Athletics,Female,26,Women's Shot Put - F20,6,NA
Manzoney Grant,AUS,Australia,Badminton,Male,51,Men's Singles WH2,7,NA
Mao Jingdian,CHN,People's Republic of China,Table Tennis,Female,26,Women's Team - Classes 6-8,1,Gold
Mao Jingdian,CHN,People's Republic of China,Table Tennis,Female,26,Women's Singles - Class 8,1,Gold
Mapreni Klison,BEL,Belgium,Goalball,Male,28,Men,6,NA
Marais Florent,FRA,France,Swimming,Male,21,Men's 400m Freestyle - S10,6,NA
Marais Florent,FRA,France,Swimming,Male,21,Men's 100m Backstroke - S10,3,Bronze
Marais Florent,FRA,France,Swimming,Male,21,Men's 100m Butterfly - S10,4,NA
Marais Florent,FRA,France,Swimming,Male,21,Men's 200m Individual Medley - SM10,NA,NA
Mararos Morea,PNG,Papua New Guinea,Athletics,Male,24,Men's Javelin Throw - F34,10,NA
Marasri Thongsa,THA,Thailand,Powerlifting,Male,46,Men's -72 kg,4,NA
Marc Elise,FRA,France,Cycling Road,Female,33,Women's C1-3 Road Race,10,NA
Marc Elise,FRA,France,Cycling Road,Female,33,Women's C1-3 Time Trial,12,NA
Marchant Peter,AUS,Australia,Archery,Male,60,Men's Individual Compound - Open,17,NA
Marchi Giorgia,ITA,Italy,Swimming,Female,20,Women's 100m Breaststroke - SB14,NA,NA
Marchuk Viktoriia,UKR,Ukraine,Taekwondo,Female,31,Women K44 -49kg,5,NA
Mardones Sepulveda Francisca,CHI,Chile,Athletics,Female,43,Women's Shot Put - F54,1,Gold
Mardones Sepulveda Francisca,CHI,Chile,Athletics,Female,43,Women's Discus Throw - F55,10,NA
Marecak Marian,SVK,Slovakia,Archery,Male,49,Men's Individual Compound - Open,9,NA
Margiev Georgii,RPC,RPC,Athletics,Male,26,Men's High Jump - T47,6,NA
Mari Alcaraz Jose Antonio,ESP,Spain,Swimming,Male,32,Men's 50m Freestyle - S9,NA,NA
Mari Alcaraz Jose Antonio,ESP,Spain,Swimming,Male,32,Men's 400m Freestyle - S9,NA,NA
Mari Alcaraz Jose Antonio,ESP,Spain,Swimming,Male,32,Men's 100m Butterfly - S9,6,NA
Mari Alcaraz Jose Antonio,ESP,Spain,Swimming,Male,32,Men's 4x100m Freestyle Relay - 34 Points,7,NA
Mari Alcaraz Jose Antonio,ESP,Spain,Swimming,Male,32,Men's 4x100m Medley Relay - 34 Points,4,NA
Marigliano Emmanuele,ITA,Italy,Swimming,Male,25,Men's 50m Freestyle - S3,NA,NA
Marigliano Emmanuele,ITA,Italy,Swimming,Male,25,Men's 50m Backstroke - S3,NA,NA
Marigliano Emmanuele,ITA,Italy,Swimming,Male,25,Men's 50m Breaststroke - SB2,5,NA
Marigliano Emmanuele,ITA,Italy,Swimming,Male,25,Men's 150m Individual Medley - SM3,7,NA
Marina Angela,CAN,Canada,Swimming,Female,22,Women's 200m Freestyle - S14,6,NA
Marina Angela,CAN,Canada,Swimming,Female,22,Women's 100m Backstroke - S14,NA,NA
Marina Angela,CAN,Canada,Swimming,Female,22,Women's 100m Breaststroke - SB14,NA,NA
Marina Angela,CAN,Canada,Swimming,Female,22,Women's 100m Butterfly - S14,NA,NA
Marina Angela,CAN,Canada,Swimming,Female,22,Women's 200m Individual Medley - SM14,NA,NA
Marinenkova Larisa,MDA,Republic of Moldova,Powerlifting,Female,52,Women's -73 kg,8,NA
Marinho De Oliveira Joeferson,BRA,Brazil,Athletics,Male,22,Men's 100m - T12,4,NA
Marinkovic Bil,AUT,Austria,Athletics,Male,48,Men's Discus Throw - F11,5,NA
Maripa Evans,RSA,South Africa,Wheelchair Tennis,Male,31,Men's Singles,17,NA
Maripa Evans,RSA,South Africa,Wheelchair Tennis,Male,31,Men's Doubles,17,NA
Markou Maria,CYP,Cyprus,Powerlifting,Female,28,Women's -67 kg,7,NA
Marks Elizabeth,USA,United States of America,Swimming,Female,31,Women's 50m Freestyle - S6,2,Silver
Marks Elizabeth,USA,United States of America,Swimming,Female,31,Women's 100m Backstroke - S6,1,Gold
Marks Elizabeth,USA,United States of America,Swimming,Female,31,Women's 50m Butterfly - S6,3,Bronze
Marks Elizabeth,USA,United States of America,Swimming,Female,31,Women's 200m Individual Medley - SM6,4,NA
Marques Parinos Jennyfer,BRA,Brazil,Table Tennis,Female,25,Women's Team - Classes 9-10,3,Bronze
Marques Parinos Jennyfer,BRA,Brazil,Table Tennis,Female,25,Women's Singles - Class 9,NA,NA
Marques Romario,BRA,Brazil,Goalball,Male,32,Men,1,Gold
Marques Soto Nuria,ESP,Spain,Swimming,Female,22,Women's 400m Freestyle - S9,6,NA
Marques Soto Nuria,ESP,Spain,Swimming,Female,22,Women's 100m Backstroke - S9,2,Silver
Marques Soto Nuria,ESP,Spain,Swimming,Female,22,Women's 100m Breaststroke - SB8,5,NA
Marques Soto Nuria,ESP,Spain,Swimming,Female,22,Women's 200m Individual Medley - SM9,3,Bronze
Marques Soto Nuria,ESP,Spain,Swimming,Female,22,Women's 4x100m Medley Relay - 34 Points,5,NA
Marques Thiego,BRA,Brazil,Judo,Male,22,Men -60 kg,9,NA
Marsden Ian,GBR,Great Britain,Canoe Sprint,Male,49,Men's Kayak Single 200m - KL1,8,NA
Martianova Natalia,RPC,RPC,Equestrian,Female,32,Team Test to Music,11,NA
Martianova Natalia,RPC,RPC,Equestrian,Female,32,Individual Test - Grade V,5,NA
Martianova Natalia,RPC,RPC,Equestrian,Female,32,Individual Freestyle Test - Grade V,5,NA
Martin Gaitan Antonio,ESP,Spain,Football 5-a-side,Male,39,Men,6,NA
Martin Isabel,AUS,Australia,Wheelchair Basketball,Female,22,Women,9,NA
Martin Raissa,AUS,Australia,Goalball,Female,30,Women,8,NA
Martin Raymond,USA,United States of America,Athletics,Male,27,Men's 100m - T52,1,Gold
Martin Raymond,USA,United States of America,Athletics,Male,27,Men's 400m - T52,2,Silver
Martin Raymond,USA,United States of America,Athletics,Male,27,Men's 1500m - T52,2,Silver
Martin William,AUS,Australia,Swimming,Male,20,Men's 50m Freestyle - S9,4,NA
Martin William,AUS,Australia,Swimming,Male,20,Men's 400m Freestyle - S9,1,Gold
Martin William,AUS,Australia,Swimming,Male,20,Men's 100m Butterfly - S9,1,Gold
Martin William,AUS,Australia,Swimming,Male,20,Men's 4x100m Freestyle Relay - 34 Points,1,Gold
Martin William,AUS,Australia,Swimming,Male,20,Men's 4x100m Medley Relay - 34 Points,2,Silver
Martinet Sandrine,FRA,France,Judo,Female,38,Women -48 kg,2,Silver
Martinez Barreto Denisos Jose,VEN,Venezuela,Table Tennis,Male,31,Men's Singles - Class 11,NA,NA
Martinez Fernandez Carlos,ESP,Spain,Swimming,Male,22,Men's 100m Breaststroke - SB8,NA,NA
Martinez Fernandez Carlos,ESP,Spain,Swimming,Male,22,Men's 100m Butterfly - S8,NA,NA
Martinez Fernandez Carlos,ESP,Spain,Swimming,Male,22,Men's 200m Individual Medley - SM8,NA,NA
Martinez Fernandez Carlos,ESP,Spain,Swimming,Male,22,Men's 4x100m Medley Relay - 34 Points,4,NA
Martinez Johana,COL,Colombia,Wheelchair Tennis,Female,40,Women's Singles,17,NA
Martinez Johana,COL,Colombia,Wheelchair Tennis,Female,40,Women's Doubles,9,NA
Martinez Mariscal Daniela Andrea,MEX,Mexico,Taekwondo,Female,27,Women K44 +58kg,9,NA
Martinez Rico Miriam,ESP,Spain,Athletics,Female,30,Women's Shot Put - F36,2,Silver
Martinez Sara,ESP,Spain,Athletics,Female,31,Women's 400m - T12,NA,NA
Martinez Sara,ESP,Spain,Athletics,Female,31,Women's Long Jump - T12,2,Silver
Martinez Tajuelo Miguel Angel,ESP,Spain,Swimming,Male,37,Men's 50m Freestyle - S3,8,NA
Martinez Tajuelo Miguel Angel,ESP,Spain,Swimming,Male,37,Men's 100m Freestyle - S4,NA,NA
Martinez Tajuelo Miguel Angel,ESP,Spain,Swimming,Male,37,Men's 200m Freestyle - S3,7,NA
Martinez Tajuelo Miguel Angel,ESP,Spain,Swimming,Male,37,Men's 50m Backstroke - S3,8,NA
Martinez Yanina Andrea,ARG,Argentina,Athletics,Female,27,Women's 100m - T36,4,NA
Martinez Yanina Andrea,ARG,Argentina,Athletics,Female,27,Women's 200m - T36,3,Bronze
Martins Malavazzi Jady,BRA,Brazil,Cycling Road,Female,26,Women's H1-4 Road Race,13,NA
Martins Malavazzi Jady,BRA,Brazil,Cycling Road,Female,26,Women's H1-3 Time Trial,7,NA
Martlew Scott,NZL,New Zealand,Canoe Sprint,Male,28,Men's Kayak Single 200m - KL2,4,NA
Martlew Scott,NZL,New Zealand,Canoe Sprint,Male,28,Men's Va'a Single 200m - VL3,8,NA
Martos Minguet Sergio Salvador,ESP,Spain,Swimming,Male,22,Men's 100m Backstroke - S8,NA,NA
Martos Minguet Sergio Salvador,ESP,Spain,Swimming,Male,22,Men's 100m Butterfly - S8,NA,NA
Martos Minguet Sergio Salvador,ESP,Spain,Swimming,Male,22,Men's 4x100m Freestyle Relay - 34 Points,7,NA
Martos Minguet Sergio Salvador,ESP,Spain,Swimming,Male,22,Men's 4x100m Medley Relay - 34 Points,4,NA
Maruo Atsuko,JPN,Japan,Triathlon,Female,47,Women's PTVI,11,NA
Marvig Henrik,SWE,Sweden,Cycling Road,Male,44,Men's C1-3 Road Race,11,NA
Marvig Henrik,SWE,Sweden,Cycling Track,Male,44,Men's C1-3 1000m Time Trial,19,NA
Marzinke Yvonne,AUT,Austria,Cycling Road,Female,45,Women's C1-3 Road Race,14,NA
Marzinke Yvonne,AUT,Austria,Cycling Road,Female,45,Women's C1-3 Time Trial,13,NA
Marzinke Yvonne,AUT,Austria,Cycling Track,Female,45,Women's C1-3 3000m Individual Pursuit,13,NA
Marzinke Yvonne,AUT,Austria,Cycling Track,Female,45,Women's C1-3 500m Time Trial,8,NA
Masaki Kento,JPN,Japan,Judo,Male,34,Men +100 kg,7,NA
Mason Brittni,USA,United States of America,Athletics,Female,23,Women's 100m - T47,2,Silver
Mason Brittni,USA,United States of America,Athletics,Female,23,Women's 200m - T47,2,Silver
Mason Brittni,USA,United States of America,Athletics,Female,23,4x100m Universal Relay,1,Gold
Mason Eliana,USA,United States of America,Goalball,Female,26,Women,2,Silver
Masoud Sara Hamdi,QAT,Qatar,Athletics,Female,35,Women's Shot Put - F33,6,NA
Massoud Hossam Massoud,EGY,Egypt,Sitting Volleyball,Male,42,Men,5,NA
Masters Oksana,USA,United States of America,Cycling Road,Female,32,Women's H5 Road Race,1,Gold
Masters Oksana,USA,United States of America,Cycling Road,Female,32,Women's H4-5 Time Trial,1,Gold
Masuge Edwin,BOT,Botswana,Athletics,Male,21,Men's 400m - T13,7,NA
Matakas Edgaras,LTU,Lithuania,Swimming,Male,22,Men's 50m Freestyle - S11,3,Bronze
Matakas Edgaras,LTU,Lithuania,Swimming,Male,22,Men's 100m Breaststroke - SB11,5,NA
Mateo Uriarte Rakel,ESP,Spain,Triathlon,Female,46,Women's PTS2,7,NA
Matera Douglas,BRA,Brazil,Swimming,Male,28,Men's 50m Freestyle - S13,NA,NA
Matera Douglas,BRA,Brazil,Swimming,Male,28,Men's 100m Butterfly - S13,7,NA
Matera Douglas,BRA,Brazil,Swimming,Male,28,Men's 200m Individual Medley - SM13,NA,NA
Matera Douglas,BRA,Brazil,Swimming,Male,28,Mixed 4x100m Freestyle Relay - 49 Points,2,Silver
Mather Kevin,USA,United States of America,Archery,Male,39,Men's Individual Recurve - Open,1,Gold
Mathewson Dana,USA,United States of America,Wheelchair Tennis,Female,30,Women's Singles,5,NA
Mathewson Dana,USA,United States of America,Wheelchair Tennis,Female,30,Women's Doubles,9,NA
Mathez Cynthia,SUI,Switzerland,Badminton,Female,35,Women's Singles WH1,7,NA
Mathez Cynthia,SUI,Switzerland,Badminton,Female,35,Women's Doubles WH,4,NA
Matic Nada,SRB,Serbia,Table Tennis,Female,37,Women's Team - Classes 4-5,3,Bronze
Matic Nada,SRB,Serbia,Table Tennis,Female,37,Women's Singles - Class 4,5,NA
Matijasevic Nemanja,SRB,Serbia,Athletics,Male,23,Men's Long Jump - T47,7,NA
Matiz Ruiz Edwin Fabian,COL,Colombia,Cycling Road,Male,28,Men's C4-5 Road Race,13,NA
Matiz Ruiz Edwin Fabian,COL,Colombia,Cycling Road,Male,28,Men's C5 Time Trial,10,NA
Matiz Ruiz Edwin Fabian,COL,Colombia,Cycling Track,Male,28,Men's C4-5 1000m Time Trial,12,NA
Matiz Ruiz Edwin Fabian,COL,Colombia,Cycling Track,Male,28,Men's C5 4000m Individual Pursuit,8,NA
Matiz Ruiz Edwin Fabian,COL,Colombia,Cycling Track,Male,28,Mixed C1-5 750m Team Sprint,7,NA
Matlo Yaryna,UKR,Ukraine,Swimming,Female,30,Women's 100n Freestyle - S12,8,NA
Matlo Yaryna,UKR,Ukraine,Swimming,Female,30,Women's 100m Backstroke - S12,6,NA
Matlo Yaryna,UKR,Ukraine,Swimming,Female,30,Women's 100m Breaststroke - SB12,3,Bronze
Maton Polly,GBR,Great Britain,Athletics,Female,21,Women's Long Jump - T47,7,NA
Matsumoto Mieko,JPN,Japan,Wheelchair Fencing,Female,52,Women's Foil Individual - Category A,17,NA
Matsumoto Mieko,JPN,Japan,Wheelchair Fencing,Female,52,Women's Épée Individual - Category A,16,NA
Matsumoto Mieko,JPN,Japan,Wheelchair Fencing,Female,52,Women's Épée Team,NA,NA
Matsumoto Takeru,JPN,Japan,Athletics,Male,20,Men's 100m - T36,NA,NA
Matsumoto Takeru,JPN,Japan,Athletics,Male,20,Men's 400m - T36,7,NA
Matsumoto Yoshikazu,JPN,Japan,Judo,Male,59,Men -100 kg,7,NA
Matthews Monique,USA,United States of America,Sitting Volleyball,Female,32,Women,1,Gold
Matthews Thomas,GBR,Great Britain,Table Tennis,Male,29,Men's Singles - Class 1,3,Bronze
Mattila Esa-pekka,FIN,Finland,Athletics,Male,32,Men's 100m - T54,NA,NA
Matzinger Guenther,AUT,Austria,Triathlon,Male,34,Men's PTS5,9,NA
Maurel Brice,FRA,France,Wheelchair Rugby,Male,33,Mixed,6,NA
Maya Iuliia,RPC,RPC,Wheelchair Fencing,Female,40,Women's Épée Individual - Category A,4,NA
Maya Iuliia,RPC,RPC,Wheelchair Fencing,Female,40,Women's Foil Team,5,NA
Maya Iuliia,RPC,RPC,Wheelchair Fencing,Female,40,Women's Épée Team,3,Bronze
Mayer Svenja,GER,Germany,Wheelchair Basketball,Female,30,Women,4,NA
Mayhugh Nick,USA,United States of America,Athletics,Male,25,Men's 100m - T37,1,Gold
Mayhugh Nick,USA,United States of America,Athletics,Male,25,Men's 200m - T37,1,Gold
Mayhugh Nick,USA,United States of America,Athletics,Male,25,Men's 400m - T37,2,Silver
Mayhugh Nick,USA,United States of America,Athletics,Male,25,4x100m Universal Relay,1,Gold
Mayombo Mukendi Paulin,COD,Democratic Republic of the Congo,Athletics,Male,35,Men's Shot Put - F57,12,NA
Mazhula Maryna,UKR,Ukraine,Canoe Sprint,Female,38,Women's Kayak Single 200m - KL1,2,Silver
Mazin Mohamed,MDV,Maldives,Athletics,Male,35,Men's 100m - T11,NA,NA
Mazur Anastasiia,RPC,RPC,Goalball,Female,31,Women,7,NA
Mazur Joanna,POL,Poland,Athletics,Female,31,Women's 200m - T11,NA,NA
Mazur Joanna,POL,Poland,Athletics,Female,31,Women's 400m - T11,NA,NA
Mazur Joanna,POL,Poland,Athletics,Female,31,Women's 1500m - T11,4,NA
Mazur Lucas,FRA,France,Badminton,Male,23,Men's Singles SL4,1,Gold
Mazur Lucas,FRA,France,Badminton,Male,23,Mixed Doubles SL3-SU5,2,Silver
Mazzone Luca,ITA,Italy,Cycling Road,Male,50,Men's H1-2 Road Race,2,Silver
Mazzone Luca,ITA,Italy,Cycling Road,Male,50,Men's H2 Time Trial,2,Silver
Mazzone Luca,ITA,Italy,Cycling Road,Male,50,Mixed H1-5 Team Relay,1,Gold
Mc Carthy Niamh,IRL,Ireland,Athletics,Female,27,Women's Discus Throw - F41,5,NA
Mc Elvenny Eric,USA,United States of America,Triathlon,Male,38,Men's PTS4,6,NA
Mcclammer Chelsea,USA,United States of America,Athletics,Female,27,Women's 400m - T53,7,NA
Mcclammer Chelsea,USA,United States of America,Athletics,Female,27,Women's 800m - T53,6,NA
Mcclements Barry,IRL,Ireland,Swimming,Male,19,Men's 400m Freestyle - S9,NA,NA
Mcclements Barry,IRL,Ireland,Swimming,Male,19,Men's 100m Backstroke - S9,7,NA
Mcclements Barry,IRL,Ireland,Swimming,Male,19,Men's 100m Butterfly - S9,NA,NA
Mcclements Barry,IRL,Ireland,Swimming,Male,19,Men's 200m Individual Medley - SM9,NA,NA
Mcconnell Ashleigh,AUS,Australia,Swimming,Female,25,Women's 100m Freestyle - S9,6,NA
Mcconnell Ashleigh,AUS,Australia,Swimming,Female,25,Women's 4x100m Freestyle Relay - 34 Pts,2,Silver
Mccowan Jamie,GBR,Great Britain,Boccia,Male,26,Individual - BC3,21,NA
Mccowan Jamie,GBR,Great Britain,Boccia,Male,26,Pairs - BC3,8,NA
Mccowan Scott,GBR,Great Britain,Boccia,Male,30,Individual - BC3,4,NA
Mccowan Scott,GBR,Great Britain,Boccia,Male,30,Pairs - BC3,8,NA
Mccracken Rheed,AUS,Australia,Athletics,Male,24,Men's 100m - T34,2,Silver
Mccracken Rheed,AUS,Australia,Athletics,Male,24,Men's 800m - T34,6,NA
Mccrea Leo,SUI,Switzerland,Swimming,Male,17,Men's 100m Freestyle - S6,NA,NA
Mccrea Leo,SUI,Switzerland,Swimming,Male,17,Men's 400m Freestyle - S6,NA,NA
Mccrea Leo,SUI,Switzerland,Swimming,Male,17,Men's 100m Breaststroke - SB5,5,NA
Mccrea Leo,SUI,Switzerland,Swimming,Male,17,Men's 200m Individual Medley - SM6,NA,NA
Mcfadden Tatyana,USA,United States of America,Athletics,Female,32,Women's 400m - T54,4,NA
Mcfadden Tatyana,USA,United States of America,Athletics,Female,32,Women's 800m - T54,2,Silver
Mcfadden Tatyana,USA,United States of America,Athletics,Female,32,Women's 1500m - T54,5,NA
Mcfadden Tatyana,USA,United States of America,Athletics,Female,32,Women's 5000m - T54,3,Bronze
Mcfadden Tatyana,USA,United States of America,Athletics,Female,32,Women's Marathon - T54,5,NA
Mcfadden Tatyana,USA,United States of America,Athletics,Female,32,4x100m Universal Relay,1,Gold
Mcglynn Obe Aileen,GBR,Great Britain,Cycling Track,Female,48,Women's B 3000m Individual Pursuit,8,NA
Mcglynn Obe Aileen,GBR,Great Britain,Cycling Track,Female,48,Women's B 1000m Time Trial,2,Silver
Mcgrath Curtis,AUS,Australia,Canoe Sprint,Male,33,Men's Kayak Single 200m - KL2,1,Gold
Mcgrath Curtis,AUS,Australia,Canoe Sprint,Male,33,Men's Va'a Single 200m - VL3,1,Gold
Mcgrory Amanda,USA,United States of America,Athletics,Female,35,Women's 800m - T54,6,NA
Mcgrory Amanda,USA,United States of America,Athletics,Female,35,Women's Marathon - T54,15,NA
Mcguire Stephen,GBR,Great Britain,Boccia,Male,37,Individual - BC4,18,NA
Mcguire Stephen,GBR,Great Britain,Boccia,Male,37,Pairs - BC4,6,NA
Mcintosh Sam,AUS,Australia,Athletics,Male,31,Men's 100m - T52,4,NA
Mcintosh Sam,AUS,Australia,Athletics,Male,31,Men's 400m - T52,NA,NA
Mckibbin Aaron,GBR,Great Britain,Table Tennis,Male,30,Men's Team - Class 8,3,Bronze
Mckibbin Aaron,GBR,Great Britain,Table Tennis,Male,30,Men's Singles - Class 8,5,NA
Mckillop Michael,IRL,Ireland,Athletics,Male,31,Men's 1500m - T38,8,NA
Mcphail John,AUS,Australia,Wheelchair Basketball,Male,31,Men,5,NA
Mcshane Matthew,AUS,Australia,Wheelchair Basketball,Male,30,Men,5,NA
Mcternan Madeleine,AUS,Australia,Swimming,Female,20,Women's 100m Backstroke - S14,4,NA
Mcternan Madeleine,AUS,Australia,Swimming,Female,20,Mixed 4x100m Freestyle Relay - S14,2,Silver
Mead Rory,NZL,New Zealand,Cycling Road,Male,34,Men's H1-2 Road Race,5,NA
Mead Rory,NZL,New Zealand,Cycling Road,Male,34,Men's H2 Time Trial,5,NA
Mebarki Omar,ALG,Algeria,Goalball,Male,27,Men,10,NA
Medchainova Veronika,RPC,RPC,Swimming,Female,27,Women's 100m Freestyle - S3,NA,NA
Medchainova Veronika,RPC,RPC,Swimming,Female,27,Women's 50m Backstroke - S2,6,NA
Medchainova Veronika,RPC,RPC,Swimming,Female,27,Women's 100m Backstroke - S2,5,NA
Medeiros Rafael,BRA,Brazil,Wheelchair Tennis,Male,31,Men's Singles,33,NA
Medeiros Rafael,BRA,Brazil,Wheelchair Tennis,Male,31,Men's Doubles,17,NA
Medeiros Tayana,BRA,Brazil,Powerlifting,Female,28,Women's -86 kg,5,NA
Medell Evan,USA,United States of America,Taekwondo,Male,24,Men K44 +75kg,3,Bronze
Medic Asim,BIH,Bosnia and Herzegovina,Sitting Volleyball,Male,52,Men,3,Bronze
Medjmedj Nadia,ALG,Algeria,Athletics,Female,47,Women's Shot Put - F57,NA,NA
Medjmedj Nadia,ALG,Algeria,Athletics,Female,47,Women's Javelin Throw - F56,4,NA
Mednikova Iuliia,RPC,RPC,Sitting Volleyball,Female,38,Women,5,NA
Megahamulea Gadara Sampath Bandara,SRI,Sri Lanka,Archery,Male,32,Men's Individual Recurve - Open,17,NA
Megueddem Abdelkarim,ALG,Algeria,Wheelchair Basketball,Male,35,Men,12,NA
Mehideb Ahmed,ALG,Algeria,Athletics,Male,26,Men's Shot Put - F32,7,NA
Mehideb Ahmed,ALG,Algeria,Athletics,Male,26,Men's Club Throw - F32,8,NA
Mehimda Nebia,ALG,Algeria,Wheelchair Basketball,Female,36,Women,10,NA
Mehravan Mehrzad,IRI,Islamic Republic of Iran,Sitting Volleyball,Male,34,Men,1,Gold
Mehrzadselakjani Morteza,IRI,Islamic Republic of Iran,Sitting Volleyball,Male,33,Men,1,Gold
Meier Olivia,CAN,Canada,Badminton,Female,22,Women's Singles SL4,5,NA
Meister Nora,SUI,Switzerland,Swimming,Female,18,Women's 50m Freestyle - S6,NA,NA
Meister Nora,SUI,Switzerland,Swimming,Female,18,Women's 400m Freestyle - S6,3,Bronze
Meister Nora,SUI,Switzerland,Swimming,Female,18,Women's 100m Backstroke - S6,8,NA
Meister Nora,SUI,Switzerland,Swimming,Female,18,Women's 50m Butterfly - S6,NA,NA
Mejias Viloria Wendis,VEN,Venezuela,Athletics,Female,20,Women's Shot Put - F34,8,NA
Mejias Viloria Wendis,VEN,Venezuela,Athletics,Female,20,Women's Javelin Throw - F34,5,NA
Mellberg Bree,AUS,Australia,Wheelchair Basketball,Female,31,Women,9,NA
Melle Ieva,LAT,Latvia,Archery,Female,36,Women's Individual Recurve - Open,17,NA
Melo Rodrigues Phelipe Andrews,BRA,Brazil,Swimming,Male,31,Men's 50m Freestyle - S10,3,Bronze
Melo Rodrigues Phelipe Andrews,BRA,Brazil,Swimming,Male,31,Men's 100m Freestyle - S10,4,NA
Melo Rodrigues Phelipe Andrews,BRA,Brazil,Swimming,Male,31,Men's 100m Butterfly - S10,NA,NA
Melo Rodrigues Phelipe Andrews,BRA,Brazil,Swimming,Male,31,Men's 4x100m Freestyle Relay - 34 Points,4,NA
Melo Rodrigues Phelipe Andrews,BRA,Brazil,Swimming,Male,31,Men's 4x100m Medley Relay - 34 Points,7,NA
Melone De Oliveira Gabriel,BRA,Brazil,Swimming,Male,22,Men's 100m Freestyle - S6,NA,NA
Melone De Oliveira Gabriel,BRA,Brazil,Swimming,Male,22,Men's 100m Backstroke - S6,NA,NA
Melone De Oliveira Gabriel,BRA,Brazil,Swimming,Male,22,Men's 50m Butterfly - S6,7,NA
Melone De Oliveira Gabriel,BRA,Brazil,Swimming,Male,22,Mixed 4x50m Freestyle Relay - 20 Points,3,Bronze
Melton Charles,USA,United States of America,Wheelchair Rugby,Male,43,Mixed,2,Silver
